Farmer_ID,Country,Age,Gender,Farm_Size,Crop_Type,Annual_Income_USD,Irrigation_Method,Education_Level,Years_of_Experience,Market_Access,Fertilizer_Use_kg_per_acre,Pesticide_Use_liters_per_acre,Yield_per_Acre_kg
489,India,51,Female,Small (<2 acres),Maize,13966,Canal,College,23,Export,33.85,16.62,3962
490,Bangladesh,32,Female,Medium (2-10 acres),Tomato,11321,Rain-fed,University,22,Export,227.97,4.84,3944
491,Sri Lanka,60,Female,Small (<2 acres),Maize,595,Tube well,Primary,35,Local Market,266.16,2.7,5204
492,Nepal,30,Female,Large (>10 acres),Cotton,6838,Sprinkler,No formal education,19,Regional Market,59.45,1.61,2501
493,Bangladesh,47,Male,Medium (2-10 acres),Rice,13437,Canal,College,22,Export,21.25,15.61,8932
494,Nepal,48,Female,Medium (2-10 acres),Cotton,1669,Rain-fed,Secondary,12,Regional Market,140.97,12.96,7526
495,Bangladesh,51,Female,Medium (2-10 acres),Maize,6635,Sprinkler,University,45,Export,296.1,5.46,4673
496,Bangladesh,55,Female,Large (>10 acres),Cotton,14746,Rain-fed,College,12,Export,231.26,7.5,1839
497,Bangladesh,29,Male,Large (>10 acres),Rice,617,Rain-fed,No formal education,50,Regional Market,208.61,14.37,1779
498,Bangladesh,37,Female,Medium (2-10 acres),Tomato,5482,Sprinkler,No formal education,28,Export,150.37,5.22,1920
499,India,57,Female,Small (<2 acres),Wheat,19123,Canal,Primary,23,Export,80.54,8.84,3796
500,Nepal,28,Male,Small (<2 acres),Maize,9808,Sprinkler,Secondary,13,Local Market,128.34,14.43,8850
501,India,19,Male,Small (<2 acres),Maize,852,Canal,College,7,Regional Market,100.6,19.9,8324
502,Nepal,50,Male,Medium (2-10 acres),Rice,10924,Canal,University,7,Export,279.83,9.34,2353
503,India,65,Female,Medium (2-10 acres),Rice,14504,Drip,No formal education,34,Export,22.9,7.91,1629
504,Pakistan,56,Female,Medium (2-10 acres),Rice,9328,Tube well,No formal education,3,Local Market,202.39,12.74,5085
505,Sri Lanka,38,Female,Small (<2 acres),Tomato,5004,Drip,No formal education,42,Local Market,123.93,3.77,7695
506,Pakistan,29,Male,Small (<2 acres),Cotton,8218,Tube well,University,23,Local Market,137.63,0.94,6033
507,Bangladesh,57,Female,Medium (2-10 acres),Maize,7779,Canal,College,38,Export,289.42,8.3,6975
508,India,53,Female,Small (<2 acres),Maize,6807,Canal,University,37,Regional Market,67.11,4.42,5757
509,Sri Lanka,45,Female,Small (<2 acres),Maize,18629,Drip,University,25,Local Market,174.93,12.37,5295
510,Pakistan,67,Female,Large (>10 acres),Rice,13191,Canal,Secondary,11,Regional Market,272.6,3.49,9364
511,Sri Lanka,24,Male,Medium (2-10 acres),Potato,14187,Canal,College,32,Local Market,206.61,15.44,9249
512,Bangladesh,51,Male,Large (>10 acres),Cotton,1311,Tube well,Secondary,47,Local Market,273.47,8.94,885
513,Sri Lanka,22,Male,Small (<2 acres),Tomato,3622,Sprinkler,Secondary,33,Regional Market,131.83,18.98,7338
514,Pakistan,58,Female,Small (<2 acres),Wheat,8828,Rain-fed,University,8,Export,13.4,1.84,9443
515,Nepal,40,Female,Small (<2 acres),Maize,10113,Drip,Secondary,34,Local Market,286.97,18.56,1922
516,India,54,Male,Large (>10 acres),Wheat,15714,Tube well,College,24,Local Market,145.56,13.83,9500
517,Nepal,40,Male,Large (>10 acres),Cotton,14803,Drip,Secondary,33,Local Market,91.6,1.28,6339
518,Pakistan,32,Male,Large (>10 acres),Potato,888,Rain-fed,Secondary,40,Local Market,258.98,11.55,8506
519,Sri Lanka,52,Male,Small (<2 acres),Sugarcane,8329,Drip,No formal education,29,Local Market,108.48,18.88,3316
520,India,23,Female,Large (>10 acres),Sugarcane,7040,Sprinkler,Primary,48,Regional Market,50.17,7.15,7915
521,Pakistan,32,Female,Large (>10 acres),Cotton,13271,Sprinkler,Secondary,14,Export,78.74,15.69,9370
522,India,38,Male,Small (<2 acres),Potato,17506,Rain-fed,Secondary,26,Regional Market,92.05,11.16,8484
523,Pakistan,38,Male,Medium (2-10 acres),Wheat,18261,Rain-fed,College,43,Export,91.33,3.5,1861
524,Sri Lanka,47,Male,Medium (2-10 acres),Maize,13587,Canal,College,27,Local Market,18.89,16.66,9609
525,Pakistan,61,Male,Medium (2-10 acres),Sugarcane,5464,Rain-fed,Secondary,41,Local Market,230.9,16.27,9062
526,Sri Lanka,22,Female,Small (<2 acres),Rice,7739,Rain-fed,Primary,4,Local Market,129.74,13.89,3269
527,Nepal,60,Male,Medium (2-10 acres),Cotton,19360,Tube well,College,29,Local Market,227.25,4.64,9407
528,Sri Lanka,28,Male,Small (<2 acres),Potato,10334,Sprinkler,College,15,Local Market,245.34,13.12,2282
529,India,19,Female,Large (>10 acres),Sugarcane,781,Tube well,University,44,Regional Market,179.62,11.91,9381
530,Nepal,24,Female,Small (<2 acres),Wheat,11510,Drip,Secondary,36,Local Market,274.89,17.22,5889
531,Nepal,42,Female,Large (>10 acres),Maize,3482,Sprinkler,Primary,8,Regional Market,291.15,9.9,3827
532,Bangladesh,42,Female,Large (>10 acres),Maize,15207,Drip,College,15,Export,198.3,11.44,546
533,Pakistan,48,Female,Large (>10 acres),Maize,7004,Sprinkler,Secondary,9,Regional Market,132.35,17.71,4321
534,Sri Lanka,26,Male,Large (>10 acres),Rice,14490,Drip,University,26,Local Market,174.4,10.1,9705
535,India,37,Male,Large (>10 acres),Wheat,15161,Canal,Primary,8,Regional Market,275.6,18.9,7670
536,Bangladesh,40,Female,Large (>10 acres),Rice,18793,Tube well,Secondary,29,Local Market,146.21,2.42,9442
537,Pakistan,30,Female,Large (>10 acres),Tomato,2466,Canal,College,30,Export,132.47,5.42,953
538,Pakistan,60,Male,Small (<2 acres),Sugarcane,19919,Canal,No formal education,2,Local Market,205.01,7.44,8051
539,Sri Lanka,67,Female,Small (<2 acres),Sugarcane,4937,Sprinkler,No formal education,10,Export,154.66,13.25,1019
540,India,53,Male,Small (<2 acres),Wheat,8034,Tube well,No formal education,30,Regional Market,91.17,8.49,3876
541,Sri Lanka,40,Male,Medium (2-10 acres),Maize,4433,Drip,College,16,Regional Market,130.41,8.08,6394
542,Nepal,34,Male,Medium (2-10 acres),Tomato,15620,Sprinkler,University,29,Regional Market,273.88,4.27,3234
543,Bangladesh,70,Male,Medium (2-10 acres),Rice,9410,Tube well,No formal education,50,Export,214.35,4.34,2490
544,Bangladesh,47,Female,Small (<2 acres),Potato,9188,Sprinkler,Primary,6,Regional Market,210.17,17.9,1351
545,Bangladesh,36,Female,Large (>10 acres),Maize,19185,Canal,University,28,Local Market,41.94,12.55,9529
546,Sri Lanka,69,Female,Medium (2-10 acres),Sugarcane,9395,Drip,University,16,Regional Market,197.98,15.42,6615
547,Nepal,55,Female,Small (<2 acres),Maize,11951,Rain-fed,Secondary,12,Local Market,271.17,4.95,4958
548,Sri Lanka,43,Male,Medium (2-10 acres),Rice,7065,Rain-fed,University,12,Export,62.85,19.33,9911
549,Bangladesh,43,Male,Large (>10 acres),Tomato,10437,Rain-fed,College,33,Local Market,188.84,12.44,8293
550,Nepal,19,Male,Small (<2 acres),Sugarcane,16285,Rain-fed,Primary,45,Export,273.63,14.78,9884
551,India,46,Male,Small (<2 acres),Wheat,11987,Canal,Secondary,4,Local Market,35.85,16.7,3374
552,India,54,Male,Small (<2 acres),Tomato,893,Drip,No formal education,11,Local Market,277.5,4.11,8386
553,Pakistan,66,Female,Medium (2-10 acres),Rice,2254,Tube well,University,27,Export,156.04,9.83,4036
554,India,51,Male,Large (>10 acres),Cotton,6946,Rain-fed,College,5,Regional Market,159.38,9.5,7338
555,Nepal,41,Female,Small (<2 acres),Maize,14587,Canal,No formal education,17,Local Market,239.18,12.53,3011
556,Nepal,54,Female,Small (<2 acres),Cotton,5662,Sprinkler,No formal education,38,Export,11.72,15.8,2326
557,Pakistan,26,Female,Medium (2-10 acres),Cotton,9509,Rain-fed,College,15,Regional Market,258.59,12.49,9594
558,Pakistan,23,Female,Small (<2 acres),Sugarcane,3059,Tube well,Primary,8,Regional Market,275.46,9.97,1347
559,Bangladesh,40,Female,Large (>10 acres),Cotton,8198,Rain-fed,Secondary,2,Local Market,43.06,7.31,6237
560,India,68,Male,Medium (2-10 acres),Cotton,5729,Tube well,Primary,49,Export,74.64,18.13,1008
561,Bangladesh,52,Male,Large (>10 acres),Wheat,7336,Tube well,Secondary,31,Local Market,118.51,8.58,1309
562,Sri Lanka,32,Male,Small (<2 acres),Wheat,18187,Tube well,Primary,4,Export,112.45,7.36,5240
563,Pakistan,67,Male,Large (>10 acres),Wheat,715,Canal,College,1,Local Market,226.03,14.46,1266
564,Sri Lanka,19,Male,Medium (2-10 acres),Cotton,9958,Rain-fed,Primary,38,Local Market,214.04,14.5,8625
565,Bangladesh,35,Female,Small (<2 acres),Wheat,6674,Canal,Secondary,35,Local Market,231.47,4.65,7570
566,Pakistan,36,Female,Large (>10 acres),Cotton,3936,Drip,College,32,Regional Market,199.13,3.4,8184
567,Bangladesh,58,Male,Large (>10 acres),Wheat,11310,Rain-fed,No formal education,12,Export,264.91,9.34,8722
568,Pakistan,53,Female,Small (<2 acres),Wheat,9836,Tube well,Secondary,22,Regional Market,143.62,12.79,3093
569,Sri Lanka,31,Male,Medium (2-10 acres),Rice,5551,Canal,University,35,Regional Market,222.31,2.54,5954
570,Bangladesh,43,Male,Medium (2-10 acres),Maize,19534,Sprinkler,College,16,Regional Market,197.12,11.3,5876
571,India,28,Male,Large (>10 acres),Wheat,6541,Sprinkler,University,5,Regional Market,58.91,16.81,5978
572,Bangladesh,56,Female,Medium (2-10 acres),Rice,14102,Drip,College,25,Local Market,81.74,4.21,7453
573,India,35,Male,Large (>10 acres),Maize,18795,Tube well,University,17,Regional Market,214.54,6.66,8283
574,Pakistan,63,Male,Medium (2-10 acres),Cotton,6743,Tube well,University,43,Local Market,217.71,2.45,5152
575,Sri Lanka,27,Female,Large (>10 acres),Cotton,15663,Tube well,College,20,Local Market,244.23,16.22,4767
576,Sri Lanka,41,Male,Large (>10 acres),Sugarcane,7200,Sprinkler,University,15,Regional Market,82.11,16.41,1628
577,India,54,Female,Medium (2-10 acres),Rice,6416,Canal,Secondary,50,Export,235.13,14.01,3355
578,Sri Lanka,38,Female,Large (>10 acres),Maize,11132,Sprinkler,Primary,48,Regional Market,31.85,1.15,714
579,Sri Lanka,23,Female,Medium (2-10 acres),Wheat,3585,Tube well,College,10,Export,223.99,3.61,838
580,Pakistan,53,Female,Small (<2 acres),Cotton,4624,Tube well,Secondary,22,Export,145.82,10.37,4119
581,India,34,Female,Medium (2-10 acres),Sugarcane,8202,Drip,College,41,Regional Market,24.31,3.46,7397
582,Sri Lanka,42,Female,Medium (2-10 acres),Rice,13783,Rain-fed,University,24,Export,137.33,18.92,708
583,Nepal,43,Male,Large (>10 acres),Wheat,6309,Drip,Primary,33,Local Market,187.3,7.02,2717
584,Bangladesh,51,Female,Large (>10 acres),Potato,3304,Canal,No formal education,41,Local Market,143.12,19.15,1599
585,Sri Lanka,36,Male,Large (>10 acres),Maize,16270,Rain-fed,University,3,Export,240.44,19.74,2113
586,Pakistan,39,Male,Large (>10 acres),Potato,17692,Rain-fed,College,22,Export,116.59,3.88,6879
587,Nepal,57,Female,Medium (2-10 acres),Cotton,18912,Sprinkler,Primary,31,Export,13.99,11.74,5508
588,Pakistan,25,Female,Large (>10 acres),Wheat,17229,Canal,No formal education,35,Local Market,277.99,19.79,6159
589,Nepal,67,Male,Small (<2 acres),Cotton,3423,Sprinkler,College,23,Regional Market,226.93,15.33,2466
590,India,70,Male,Medium (2-10 acres),Cotton,4470,Sprinkler,Secondary,33,Export,246.76,19.57,4521
591,Sri Lanka,42,Male,Large (>10 acres),Sugarcane,3178,Sprinkler,University,22,Local Market,155.62,15.03,5290
592,Nepal,26,Female,Large (>10 acres),Sugarcane,4097,Drip,No formal education,35,Local Market,239.12,14.03,4458
593,Bangladesh,27,Female,Medium (2-10 acres),Maize,14617,Tube well,Secondary,42,Regional Market,31.55,5.44,4044
594,Bangladesh,22,Male,Medium (2-10 acres),Rice,15891,Rain-fed,No formal education,9,Local Market,259.14,14.4,6902
595,India,41,Male,Small (<2 acres),Rice,6156,Tube well,Secondary,19,Regional Market,292.74,10.2,1541
596,Sri Lanka,57,Male,Small (<2 acres),Cotton,1198,Drip,College,2,Local Market,132.87,6.1,6308
597,Bangladesh,24,Female,Medium (2-10 acres),Rice,16444,Drip,Secondary,46,Regional Market,30.8,2.42,9009
598,India,42,Female,Small (<2 acres),Sugarcane,13275,Rain-fed,No formal education,31,Local Market,260.04,1.59,4666
599,India,41,Female,Medium (2-10 acres),Potato,17747,Tube well,No formal education,45,Local Market,220.56,1.13,1017
600,Sri Lanka,63,Male,Large (>10 acres),Rice,3690,Sprinkler,Secondary,49,Local Market,48.43,6.69,1266
601,Bangladesh,33,Female,Large (>10 acres),Tomato,5856,Tube well,University,19,Export,204.51,10.83,885
602,Pakistan,64,Male,Large (>10 acres),Tomato,7807,Sprinkler,Secondary,36,Export,242.19,17.43,2494
603,Bangladesh,44,Female,Medium (2-10 acres),Cotton,12157,Sprinkler,No formal education,17,Regional Market,271.71,5.75,7234
604,India,30,Male,Large (>10 acres),Maize,17112,Tube well,University,50,Local Market,204.24,1.62,9827
605,Sri Lanka,23,Female,Large (>10 acres),Maize,8228,Tube well,Secondary,1,Regional Market,136.47,9.98,551
606,Pakistan,25,Female,Large (>10 acres),Potato,17904,Canal,Secondary,47,Regional Market,227.43,10.27,788
607,Sri Lanka,64,Female,Medium (2-10 acres),Rice,1192,Tube well,University,39,Export,179.08,4.18,6469
608,Sri Lanka,28,Male,Small (<2 acres),Sugarcane,17592,Sprinkler,College,27,Regional Market,88.69,14.29,6647
609,India,69,Male,Large (>10 acres),Sugarcane,948,Drip,Secondary,30,Local Market,80.52,6.98,7632
610,Nepal,67,Male,Large (>10 acres),Tomato,10183,Rain-fed,University,19,Regional Market,207.3,19.06,5679
611,India,37,Male,Small (<2 acres),Cotton,17641,Tube well,Primary,43,Regional Market,248.2,19.84,6799
612,Nepal,43,Male,Large (>10 acres),Potato,4741,Drip,University,14,Export,218.37,1.46,2864
613,Sri Lanka,67,Male,Large (>10 acres),Sugarcane,15839,Sprinkler,Primary,46,Regional Market,84.86,19.56,6723
614,Nepal,67,Male,Medium (2-10 acres),Maize,11979,Drip,College,15,Local Market,76.65,6.47,4565
615,Sri Lanka,69,Male,Small (<2 acres),Wheat,3159,Drip,Secondary,43,Local Market,183.66,0.98,6911
616,India,35,Male,Large (>10 acres),Maize,7453,Drip,Primary,2,Regional Market,266.05,14.85,1693
617,Nepal,36,Female,Large (>10 acres),Maize,10953,Canal,University,12,Local Market,44.7,2.44,2401
618,Nepal,63,Male,Small (<2 acres),Tomato,6875,Rain-fed,Secondary,26,Regional Market,171.06,19.72,2897
619,Sri Lanka,52,Male,Large (>10 acres),Sugarcane,4524,Canal,College,44,Local Market,159.29,9.15,4414
620,Nepal,64,Female,Medium (2-10 acres),Tomato,12049,Canal,College,25,Export,71.05,1.65,8456
621,Sri Lanka,46,Female,Small (<2 acres),Cotton,12017,Tube well,Primary,14,Regional Market,275.9,17.46,2925
622,India,46,Male,Medium (2-10 acres),Rice,6429,Tube well,College,25,Local Market,289.05,1.78,6519
623,Nepal,49,Female,Medium (2-10 acres),Potato,8944,Rain-fed,Primary,29,Local Market,175.87,6.79,7748
624,Sri Lanka,67,Female,Large (>10 acres),Sugarcane,18384,Rain-fed,No formal education,12,Local Market,119.08,4.4,9603
625,Pakistan,29,Female,Small (<2 acres),Wheat,8278,Drip,No formal education,35,Local Market,130.94,14.98,9347
626,Bangladesh,22,Female,Large (>10 acres),Rice,13771,Sprinkler,No formal education,38,Local Market,54.61,4.63,4234
627,Bangladesh,66,Male,Small (<2 acres),Maize,7088,Rain-fed,Primary,46,Local Market,55.69,6.51,7554
628,Pakistan,26,Male,Small (<2 acres),Wheat,5890,Sprinkler,University,40,Regional Market,12.04,18.43,8530
629,India,47,Male,Small (<2 acres),Wheat,13634,Tube well,No formal education,29,Local Market,14.58,9.52,6207
630,Bangladesh,36,Male,Medium (2-10 acres),Sugarcane,7088,Drip,Primary,22,Export,258.93,9.81,9781
631,Nepal,50,Male,Small (<2 acres),Tomato,3830,Sprinkler,University,31,Local Market,287.16,13.0,1026
632,Bangladesh,33,Male,Medium (2-10 acres),Cotton,9414,Rain-fed,No formal education,1,Regional Market,98.66,4.96,9347
633,Nepal,18,Female,Medium (2-10 acres),Sugarcane,5273,Drip,University,43,Export,184.76,15.12,4264
634,Sri Lanka,55,Male,Small (<2 acres),Potato,14255,Rain-fed,Secondary,35,Regional Market,129.77,2.27,1850
635,Bangladesh,44,Male,Large (>10 acres),Potato,2335,Drip,No formal education,27,Regional Market,24.81,12.2,8396
636,Nepal,25,Female,Large (>10 acres),Wheat,5455,Tube well,Secondary,12,Regional Market,30.98,12.09,9774
637,India,60,Female,Small (<2 acres),Maize,19903,Rain-fed,University,43,Export,200.05,8.89,6101
638,Nepal,64,Male,Large (>10 acres),Rice,17246,Sprinkler,Primary,19,Export,94.97,3.79,1821
639,Sri Lanka,21,Male,Large (>10 acres),Wheat,19957,Drip,University,50,Regional Market,296.63,16.98,4443
640,Bangladesh,18,Female,Small (<2 acres),Sugarcane,13610,Drip,Secondary,50,Local Market,243.68,17.37,7938
641,Nepal,55,Male,Small (<2 acres),Sugarcane,4261,Canal,University,24,Local Market,66.02,17.48,9625
642,India,45,Male,Medium (2-10 acres),Sugarcane,3952,Sprinkler,College,3,Local Market,54.92,16.33,4137
643,Nepal,47,Male,Large (>10 acres),Maize,16056,Sprinkler,University,39,Local Market,230.05,17.03,4435
644,Nepal,25,Male,Large (>10 acres),Potato,2293,Drip,University,44,Regional Market,128.34,2.41,1381
645,Bangladesh,49,Female,Large (>10 acres),Tomato,10021,Canal,College,25,Regional Market,81.95,5.81,5925
646,Pakistan,39,Male,Large (>10 acres),Maize,9389,Canal,Secondary,49,Regional Market,164.48,18.32,1009
647,Pakistan,23,Female,Medium (2-10 acres),Rice,3807,Drip,No formal education,35,Local Market,71.59,12.14,8519
648,Bangladesh,62,Male,Medium (2-10 acres),Wheat,4338,Canal,University,34,Local Market,257.44,15.22,3305
649,Bangladesh,42,Male,Small (<2 acres),Potato,4821,Canal,No formal education,21,Regional Market,215.44,12.84,9716
650,India,69,Female,Small (<2 acres),Cotton,1810,Sprinkler,College,15,Local Market,61.07,8.08,1471
651,Pakistan,42,Female,Medium (2-10 acres),Tomato,7592,Tube well,No formal education,29,Export,132.53,0.75,1335
652,Bangladesh,58,Female,Large (>10 acres),Rice,19934,Canal,University,2,Local Market,84.7,7.21,1108
653,Pakistan,67,Female,Large (>10 acres),Maize,1447,Canal,Secondary,24,Regional Market,110.43,18.29,543
654,Bangladesh,59,Male,Small (<2 acres),Potato,10594,Rain-fed,Secondary,5,Regional Market,149.18,6.57,6068
655,Sri Lanka,27,Male,Large (>10 acres),Wheat,17902,Rain-fed,Secondary,6,Regional Market,157.87,0.83,2591
656,Pakistan,45,Male,Medium (2-10 acres),Sugarcane,13231,Rain-fed,Primary,47,Regional Market,50.2,4.41,4342
657,Sri Lanka,54,Female,Large (>10 acres),Sugarcane,910,Sprinkler,University,18,Regional Market,36.74,17.24,6361
658,Sri Lanka,67,Female,Large (>10 acres),Rice,8116,Sprinkler,College,20,Export,209.78,14.76,1515
659,Pakistan,65,Male,Medium (2-10 acres),Potato,2737,Sprinkler,College,5,Export,85.29,10.7,5214
660,Sri Lanka,60,Female,Medium (2-10 acres),Potato,18951,Canal,No formal education,16,Local Market,46.06,8.79,3001
661,Nepal,20,Male,Medium (2-10 acres),Sugarcane,11072,Sprinkler,Secondary,1,Local Market,107.25,14.6,734
662,Nepal,34,Male,Medium (2-10 acres),Wheat,17667,Canal,Primary,39,Export,72.21,16.37,3655
663,India,69,Female,Medium (2-10 acres),Sugarcane,16560,Rain-fed,Secondary,5,Local Market,109.43,9.19,4204
664,India,57,Female,Small (<2 acres),Rice,17371,Drip,Secondary,23,Regional Market,261.34,16.92,8383
665,Bangladesh,48,Male,Large (>10 acres),Potato,14544,Drip,Secondary,35,Local Market,106.74,6.94,3604
666,India,28,Female,Large (>10 acres),Maize,19468,Drip,College,24,Export,243.46,12.25,7252
667,Bangladesh,65,Male,Large (>10 acres),Maize,3050,Canal,Primary,21,Export,32.4,17.65,3504
668,Pakistan,58,Male,Small (<2 acres),Tomato,7346,Canal,College,1,Regional Market,278.65,18.99,2752
669,Sri Lanka,38,Female,Small (<2 acres),Rice,5626,Tube well,Primary,34,Regional Market,295.65,10.95,6708
670,India,38,Male,Medium (2-10 acres),Wheat,5335,Tube well,College,1,Export,36.13,10.69,7047
671,Nepal,28,Female,Small (<2 acres),Cotton,9154,Rain-fed,College,16,Regional Market,16.28,9.53,747
672,India,35,Female,Small (<2 acres),Potato,2225,Tube well,Primary,20,Regional Market,287.72,14.73,8194
673,India,39,Female,Small (<2 acres),Cotton,4933,Rain-fed,College,16,Local Market,226.24,10.68,9979
674,India,43,Female,Medium (2-10 acres),Maize,18150,Drip,Primary,45,Export,218.12,4.21,2083
675,Bangladesh,34,Female,Small (<2 acres),Cotton,5935,Sprinkler,University,33,Export,139.59,18.76,2967
676,Sri Lanka,52,Female,Medium (2-10 acres),Sugarcane,6741,Drip,No formal education,26,Regional Market,197.43,2.44,9814
677,India,39,Male,Large (>10 acres),Cotton,13711,Canal,No formal education,11,Local Market,299.69,9.99,9423
678,Nepal,29,Male,Small (<2 acres),Wheat,17859,Tube well,Primary,2,Local Market,65.04,16.63,7171
679,Nepal,69,Female,Large (>10 acres),Potato,7686,Sprinkler,Primary,9,Local Market,37.31,17.32,4948
680,Bangladesh,19,Male,Medium (2-10 acres),Cotton,3308,Rain-fed,College,30,Regional Market,30.44,5.21,2965
681,Pakistan,68,Female,Medium (2-10 acres),Sugarcane,4891,Canal,Primary,38,Export,132.95,16.42,3434
682,Sri Lanka,44,Female,Large (>10 acres),Rice,12019,Canal,University,18,Local Market,240.19,2.72,908
683,Bangladesh,30,Female,Large (>10 acres),Tomato,3530,Sprinkler,University,3,Local Market,55.67,14.14,1346
684,Sri Lanka,51,Female,Small (<2 acres),Wheat,3221,Tube well,College,48,Local Market,184.41,2.54,7651
685,Sri Lanka,58,Male,Large (>10 acres),Cotton,573,Sprinkler,University,48,Export,223.34,13.27,1130
686,Bangladesh,54,Female,Small (<2 acres),Sugarcane,4209,Rain-fed,No formal education,18,Export,271.63,12.83,4269
687,Bangladesh,55,Female,Small (<2 acres),Potato,1617,Sprinkler,College,24,Local Market,146.04,4.44,7384
688,Pakistan,49,Female,Large (>10 acres),Sugarcane,16531,Tube well,No formal education,38,Export,290.26,9.4,3958
689,Sri Lanka,56,Female,Large (>10 acres),Sugarcane,10345,Sprinkler,Secondary,32,Regional Market,60.69,18.39,9171
690,Pakistan,51,Male,Large (>10 acres),Maize,768,Rain-fed,Secondary,38,Local Market,178.65,10.56,2948
691,Nepal,61,Female,Small (<2 acres),Potato,5999,Rain-fed,University,32,Export,23.6,14.37,1842
692,Pakistan,28,Female,Large (>10 acres),Maize,13272,Sprinkler,College,48,Local Market,34.62,1.14,5467
693,Sri Lanka,65,Male,Small (<2 acres),Maize,14718,Sprinkler,University,4,Regional Market,251.5,13.64,4253
694,Pakistan,20,Male,Small (<2 acres),Potato,11305,Tube well,University,33,Local Market,240.38,2.15,6308
695,Bangladesh,41,Male,Small (<2 acres),Cotton,9694,Sprinkler,No formal education,31,Export,45.32,4.23,1789
696,Sri Lanka,25,Male,Medium (2-10 acres),Wheat,7447,Tube well,Secondary,8,Local Market,70.9,9.74,2119
697,India,38,Male,Large (>10 acres),Maize,15561,Rain-fed,College,29,Export,178.62,11.83,9834
698,Nepal,32,Female,Small (<2 acres),Cotton,9858,Drip,University,19,Regional Market,51.64,2.48,9340
699,Bangladesh,68,Male,Large (>10 acres),Maize,13856,Sprinkler,Secondary,13,Local Market,89.8,9.45,8452
700,Sri Lanka,66,Female,Large (>10 acres),Cotton,14952,Canal,University,37,Local Market,49.44,16.42,2087
701,India,60,Female,Large (>10 acres),Potato,4863,Tube well,University,20,Regional Market,220.99,8.51,8204
702,Pakistan,29,Female,Large (>10 acres),Cotton,13884,Sprinkler,Secondary,38,Export,50.62,2.87,6932
703,Sri Lanka,42,Male,Large (>10 acres),Potato,14193,Drip,Secondary,12,Local Market,68.19,2.83,5388
704,Nepal,41,Male,Large (>10 acres),Potato,4533,Drip,College,27,Export,242.87,5.39,5627
705,Sri Lanka,34,Male,Small (<2 acres),Tomato,5185,Drip,No formal education,6,Regional Market,116.54,2.1,5756
706,Sri Lanka,58,Male,Medium (2-10 acres),Maize,2044,Canal,Primary,47,Local Market,183.31,4.28,1767
707,Sri Lanka,36,Male,Medium (2-10 acres),Tomato,11331,Canal,Primary,36,Export,229.52,9.18,4890
708,India,27,Male,Small (<2 acres),Maize,6340,Tube well,University,31,Export,202.07,5.71,2724
709,India,56,Male,Medium (2-10 acres),Tomato,9289,Canal,University,22,Regional Market,237.48,9.66,6164
710,Bangladesh,40,Male,Large (>10 acres),Tomato,9600,Rain-fed,College,17,Export,32.02,4.3,9123
711,Pakistan,20,Female,Large (>10 acres),Wheat,8673,Sprinkler,University,29,Export,288.53,2.49,3679
712,Pakistan,27,Female,Small (<2 acres),Sugarcane,15083,Canal,Primary,26,Regional Market,23.28,16.35,2176
713,Nepal,63,Male,Small (<2 acres),Rice,3401,Drip,College,3,Local Market,22.79,19.35,6475
714,Sri Lanka,58,Female,Large (>10 acres),Potato,14070,Sprinkler,College,5,Regional Market,163.13,5.51,3352
715,Bangladesh,30,Female,Small (<2 acres),Wheat,17649,Rain-fed,Primary,31,Regional Market,289.18,17.38,2227
716,Pakistan,60,Female,Medium (2-10 acres),Cotton,3782,Rain-fed,Secondary,1,Regional Market,38.2,2.84,9715
717,Pakistan,44,Female,Medium (2-10 acres),Tomato,6013,Rain-fed,Secondary,9,Export,39.11,19.72,9080
718,India,51,Male,Small (<2 acres),Wheat,8127,Sprinkler,No formal education,19,Local Market,20.25,17.27,4275
719,Nepal,51,Female,Large (>10 acres),Wheat,8386,Rain-fed,Primary,8,Export,208.21,19.25,3825
720,Pakistan,65,Female,Small (<2 acres),Rice,5006,Canal,College,49,Export,125.58,8.86,1400
721,Sri Lanka,66,Male,Medium (2-10 acres),Maize,19270,Sprinkler,Secondary,35,Local Market,18.41,7.12,2907
722,India,52,Female,Large (>10 acres),Rice,19792,Tube well,Primary,23,Local Market,75.46,17.36,3356
723,India,46,Female,Medium (2-10 acres),Maize,9706,Canal,Secondary,33,Regional Market,227.12,7.68,2528
724,Nepal,32,Male,Large (>10 acres),Maize,12599,Tube well,Primary,7,Local Market,54.76,4.05,2143
725,Pakistan,36,Female,Small (<2 acres),Maize,11847,Drip,No formal education,48,Regional Market,258.74,7.37,1461
726,Bangladesh,52,Male,Medium (2-10 acres),Rice,17417,Rain-fed,University,38,Local Market,297.6,14.81,4672
727,Bangladesh,54,Male,Large (>10 acres),Rice,13535,Rain-fed,University,6,Regional Market,202.48,6.02,4074
728,Bangladesh,38,Female,Large (>10 acres),Potato,18817,Rain-fed,Secondary,12,Regional Market,139.22,10.71,8397
729,Sri Lanka,18,Male,Large (>10 acres),Sugarcane,15905,Canal,Secondary,40,Regional Market,36.09,0.74,7378
730,India,27,Male,Medium (2-10 acres),Potato,11922,Tube well,University,4,Regional Market,238.86,18.15,5465
731,Nepal,69,Female,Medium (2-10 acres),Wheat,17883,Tube well,Primary,22,Local Market,273.81,3.16,4261
732,Sri Lanka,32,Female,Medium (2-10 acres),Sugarcane,1731,Tube well,University,10,Regional Market,198.23,16.47,2431
